name,distance_km,moving_time,elevation_m,average_speed_kmh,sport_type,date,speed_range,level,elev_norm,dist_norm,speed_norm,difficulty_score
Morning Ride,49.28,98.53,443.0,30.0,Ride,2018-03-31 08:36:34,> 30 km/h,Advanced,0.2688106796116505,0.3051078601537317,0.5753132498000533,0.34100034781195543
Morning Ride,50.07,97.98,214.0,30.66,Ride,2018-03-24 08:09:33,> 30 km/h,Advanced,0.12985436893203883,0.3100049590875279,0.5929085577179419,0.27651038373586617
Brick Ride,19.7,41.35,47.0,28.58,Ride,2018-02-04 06:24:56,20–30 km/h,Intermediate,0.028519417475728157,0.121745598809819,0.5374566782191414,0.15827472402463807
Morning Ride w/ Emilio ,32.24,75.73,234.0,25.52,Ride,2018-01-21 08:08:26,20–30 km/h,Intermediate,0.14199029126213591,0.19947929580957105,0.45587843241802195,0.2220146208575437
Morning Ride,63.57,131.27,407.0,29.05,Ride,2017-11-18 07:36:31,20–30 km/h,Intermediate,0.24696601941747573,0.39368956112075376,0.5499866702212745,0.3515872120892189
Morning Ride,63.67,130.63,265.0,29.24,Ride,2017-11-18 07:36:20,20–30 km/h,Intermediate,0.16080097087378642,0.39430944706174065,0.5550519861370302,0.3097037167828215
Didn’t charge the Di2!😭 pure saddle time on my FIXIE lol,32.2,76.12,148.0,25.38,Ride,2017-11-16 06:48:37,20–30 km/h,Intermediate,0.08980582524271845,0.1992313414331763,0.45214609437483344,0.1951015339262788
Morning Ride,32.3,76.52,209.0,25.31,Ride,2017-11-16 06:48:20,20–30 km/h,Intermediate,0.12682038834951456,0.19985122737416314,0.4502799253532392,0.21342154745765407
Indoor Test Ride,17.91,47.87,0.0,22.45,Ride,2017-11-12 18:33:06,20–30 km/h,Intermediate,0.0,0.11064964046615425,0.3740335910423887,0.108001610348324
Morning Ride,32.96,97.23,199.0,20.34,Ride,2017-10-28 07:57:32,20–30 km/h,Intermediate,0.12075242718446602,0.20394247458467643,0.317781924820048,0.18511534093164556
Morning Ride,32.25,95.75,222.0,20.21,Ride,2017-10-22 07:43:22,20–30 km/h,Intermediate,0.13470873786407767,0.19954128440366972,0.314316182351373,0.19007999072341436
Morning Ride,46.57,131.78,267.0,21.21,Ride,2017-10-14 08:02:14,20–30 km/h,Intermediate,0.16201456310679613,0.2883089511529878,0.34097573980271934,0.2356951148598383
Morning Ride,28.05,78.9,108.0,21.32,Ride,2017-10-07 07:05:37,20–30 km/h,Intermediate,0.06553398058252427,0.1735060748822217,0.34390829112236737,0.15360047098040214
Morning Ride,8.87,32.78,39.0,16.24,Ride,2017-09-23 09:03:59,< 20 km/h,Beginner,0.02366504854368932,0.05461195140094222,0.2084777392695281,0.06991165754603294
Morning Ride,12.39,44.33,47.0,16.77,Ride,2017-09-17 09:36:28,< 20 km/h,Beginner,0.028519417475728157,0.07643193652367965,0.22260730471874168,0.08171075063871631
Morning Ride,7.93,30.78,14.0,15.47,Ride,2017-09-16 08:01:08,< 20 km/h,Beginner,0.00849514563106796,0.04878502355566576,0.1879498800319915,0.05647305588863201
Evening Ride,8.66,40.62,64.0,12.79,Ride,2017-07-25 18:59:28,< 20 km/h,Beginner,0.038834951456310676,0.05331019092486983,0.11650226606238336,0.05871098621809296
Evening Ride,1.66,9.55,2.0,10.41,Ride,2017-07-24 19:14:46,< 20 km/h,Beginner,0.0012135922330097086,0.009918175055789734,0.053052519328179164,0.014192752498877609
Morning Ride,29.03,60.57,218.0,28.76,Ride,2017-07-14 07:22:32,20–30 km/h,Intermediate,0.13228155339805825,0.1795809571038929,0.5422553985603841,0.22846614354227382
Morning Ride,71.18,140.43,181.0,30.42,Ride,2017-07-01 06:48:38,> 30 km/h,Advanced,0.10983009708737865,0.44086288122985373,0.5865102639296188,0.3044759656985692
Test riding the CO-OP ADV 3.1 touring bike ,20.74,61.7,74.7,20.17,Ride,2017-06-27 19:25:20,20–30 km/h,Intermediate,0.04532766990291262,0.12819241259608233,0.3132498000533192,0.12377151874094486
Temple ,32.38,65.38,69.2,29.71,Ride,2017-06-13 08:23:13,20–30 km/h,Intermediate,0.04199029126213592,0.20034713612695265,0.5675819781391629,0.19461568209698635
Morning Ride,32.14,64.87,41.0,29.72,Ride,2017-06-13 08:21:30,20–30 km/h,Intermediate,0.02487864077669903,0.1988594098685842,0.5678485737136763,0.18566685809166
Morning Ride,32.64,69.6,137.6,28.13,Ride,2017-05-23 07:26:58,20–30 km/h,Intermediate,0.08349514563106795,0.20195883957351848,0.5254598773660357,0.20742720016079666
Morning Ride,32.72,70.67,164.0,27.78,Ride,2017-05-23 07:25:27,20–30 km/h,Intermediate,0.09951456310679611,0.20245474832630794,0.5161290322580645,0.21371951250290333
Morning Ride,26.76,65.53,61.0,24.49,Ride,2017-05-21 07:20:37,20–30 km/h,Intermediate,0.037014563106796114,0.16550954624349123,0.4284190882431352,0.15384396307507248
Morning Ride,12.94,92.25,261.0,8.42,Ride,2017-05-06 08:49:09,< 20 km/h,Beginner,0.158373786407767,0.07984130919910735,0.0,0.10313928596361571
Morning Ride,11.65,42.8,54.0,16.33,Ride,2017-04-30 06:50:08,< 20 km/h,Beginner,0.032766990291262135,0.0718447805603769,0.21087709944014926,0.08011234920177399
Morning Ride,20.97,79.93,89.0,15.74,Ride,2017-04-28 07:02:53,< 20 km/h,Beginner,0.054004854368932036,0.1296181502603521,0.195147960543855,0.10491746437134264
Evening Ride,19.84,64.48,76.0,18.46,Ride,2017-04-26 18:49:11,< 20 km/h,Beginner,0.04611650485436893,0.1226134391272006,0.26766195681151694,0.11337467552764804
